,type,action,event_time,session_id,membership_role,membership_type,event__id,event__type,event__actor_type,event__action,event__object_type,event__object_name,event__object_extensions_asset_type,event__object_extensions_http_method,event__eventTime,event__edApp_type,event__session_type,object_id_type,event__object_id_type,event__attachment_type,object_id,event__object_extensions_asset_name,actor_id
597,NavigationEvent,navigatedto,2033-01-25 11:33:01.437000+00:00,22c0aa934e860e79bbb36cf924ad7f78,"[""Learner""]",Membership,a4ed85c1b2b5180b3b355f89b88a3a97,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-25 11:33:01.437000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_1
1827,NavigationEvent,navigatedto,2033-02-05 16:11:28.016000+00:00,694dd62800d7426d17c99f66cc84db58,"[""Learner""]",Membership,f7a375c796aa4e3a9903c07045bd247d,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-02-05 16:11:28.016000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1828,NavigationEvent,navigatedto,2033-01-16 16:22:23.449000+00:00,d693d4dc8de51883ac9bb937fb8d8e64,"[""Learner""]",Membership,eb41109b5a835c23ba731738fa7e2612,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-16 16:22:23.449000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1829,NavigationEvent,navigatedto,2033-01-17 16:08:10.023000+00:00,6b28ec7e560a8ea56cc95a2d2ce21f12,"[""Learner""]",Membership,e2b6516eeea110f013901c8b831c6499,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-17 16:08:10.023000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1830,NavigationEvent,navigatedto,2033-01-19 14:46:38.426000+00:00,4fdb5e802320ca0d0f6bfee6ddf953c0,"[""Learner""]",Membership,65b5333503e76bfcb11fed7485d7c93e,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-19 14:46:38.426000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1831,NavigationEvent,navigatedto,2033-01-19 14:46:38.358000+00:00,4fdb5e802320ca0d0f6bfee6ddf953c0,"[""Learner""]",Membership,b29a26a1f09236fdbdcc51347238e322,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-19 14:46:38.358000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1832,NavigationEvent,navigatedto,2033-01-17 13:40:58.448000+00:00,86787bebc35882b1019bdb72918cb130,"[""Learner""]",Membership,df01bf5e16d46a044367de8304dd9d9d,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-17 13:40:58.448000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1833,NavigationEvent,navigatedto,2033-01-17 13:40:58.414000+00:00,86787bebc35882b1019bdb72918cb130,"[""Learner""]",Membership,2ddd0dd6c0c6973ec1afb49463c68230,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-17 13:40:58.414000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1834,NavigationEvent,navigatedto,2033-01-22 14:48:23.094000+00:00,5684a69fa62e9411a66444bb73c9b205,"[""Learner""]",Membership,fb65f6e1f1966312f3ce679a744b6891,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-22 14:48:23.094000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1835,NavigationEvent,navigatedto,2033-01-22 14:54:34.238000+00:00,5684a69fa62e9411a66444bb73c9b205,"[""Learner""]",Membership,0285c5b5d327a4b99753b406b6f4e645,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-22 14:54:34.238000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1836,NavigationEvent,navigatedto,2033-01-23 03:40:39.772000+00:00,d8e90ab8ffa3d7b1e1612cce7b1ceb37,"[""Learner""]",Membership,c9cf6c7efc944c1f2de5fc62220a8ca4,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-23 03:40:39.772000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1837,NavigationEvent,navigatedto,2033-02-07 15:17:01.052000+00:00,7ecf7228ad680c2faffbd8eb37193b92,"[""Learner""]",Membership,425af8ba6f6692974aadd7d0199add4e,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-02-07 15:17:01.052000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1838,NavigationEvent,navigatedto,2033-01-20 13:56:31.461000+00:00,0951b8e7cacaf5f278b6be67f3851c49,"[""Learner""]",Membership,d7517c4e35e2f3b243116a32059734a2,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-20 13:56:31.461000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1839,NavigationEvent,navigatedto,2033-01-20 13:56:31.505000+00:00,0951b8e7cacaf5f278b6be67f3851c49,"[""Learner""]",Membership,9c0c6734f12726341f3b4d02c2dd3e72,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-20 13:56:31.505000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1840,NavigationEvent,navigatedto,2033-01-16 03:45:58.861000+00:00,9c3f29b54e561baa5ad52e8659c00e2f,"[""Learner""]",Membership,9084d512da0370e031f1fde14dc3a377,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-16 03:45:58.861000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1841,NavigationEvent,navigatedto,2033-01-16 03:45:58.907000+00:00,9c3f29b54e561baa5ad52e8659c00e2f,"[""Learner""]",Membership,14b04cb837b56c3208eed7637066c94e,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-16 03:45:58.907000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1842,NavigationEvent,navigatedto,2033-01-22 15:53:28.708000+00:00,5684a69fa62e9411a66444bb73c9b205,"[""Learner""]",Membership,420728ab8d2379b1091bef85c2c264a3,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-22 15:53:28.708000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1843,NavigationEvent,navigatedto,2033-01-22 12:02:50.628000+00:00,3a2fb4a7f2ed478012101f1bd58480f1,"[""Learner""]",Membership,edc39feb6387b2ecea2a8f0ba1ca6481,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-22 12:02:50.628000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1844,NavigationEvent,navigatedto,2033-01-22 12:02:50.668000+00:00,3a2fb4a7f2ed478012101f1bd58480f1,"[""Learner""]",Membership,514fa1a09e4ff69aefc253ebe25588fe,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-22 12:02:50.668000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1845,NavigationEvent,navigatedto,2033-01-14 00:49:45.642000+00:00,95137ac4f745b1793b977f9254cea420,"[""Learner""]",Membership,f027a513a868710b0abc8334687a7fc2,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-14 00:49:45.642000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1846,NavigationEvent,navigatedto,2033-01-14 00:49:45.617000+00:00,95137ac4f745b1793b977f9254cea420,"[""Learner""]",Membership,e5552779c3a4787132de0eab6f8a286b,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-14 00:49:45.617000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1847,NavigationEvent,navigatedto,2033-01-25 15:14:16.573000+00:00,fb9b21ec0f643c5716f493debdee0d3b,"[""Learner""]",Membership,cf5bfa139c7f7efa6f87d2dd492a1929,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-25 15:14:16.573000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1848,NavigationEvent,navigatedto,2033-01-25 15:14:16.976000+00:00,fb9b21ec0f643c5716f493debdee0d3b,"[""Learner""]",Membership,e015f9ce61784e0154efff72aae5e5d9,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-25 15:14:16.976000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1849,NavigationEvent,navigatedto,2033-01-19 04:31:32.866000+00:00,ec02486217d07b50aae0a067e2afab9c,"[""Learner""]",Membership,1c85996202940f3f54356d75275d2180,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-19 04:31:32.866000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1850,NavigationEvent,navigatedto,2033-01-19 04:31:32.892000+00:00,ec02486217d07b50aae0a067e2afab9c,"[""Learner""]",Membership,560f1f17458105417613bdbc5edbff05,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-19 04:31:32.892000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1851,NavigationEvent,navigatedto,2033-01-15 21:54:28.331000+00:00,84db2cf7bdbb6d4aeaab96fde16d7230,"[""Learner""]",Membership,4da17fbebdde9199d96e02262bbd6abb,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-15 21:54:28.331000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1852,NavigationEvent,navigatedto,2033-01-10 16:21:17.109000+00:00,ef5ccc99d4ea2ed3ae0767e8909f5a3e,"[""Learner""]",Membership,59911d98ebed20ebd2eade0e39ac8e9a,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-10 16:21:17.109000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
1853,NavigationEvent,navigatedto,2033-01-10 16:21:17.136000+00:00,ef5ccc99d4ea2ed3ae0767e8909f5a3e,"[""Learner""]",Membership,6f2bb6a4bdb997e9d31886bf604739f9,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-10 16:21:17.136000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_2
4005,NavigationEvent,navigatedto,2033-02-04 08:26:15.239000+00:00,5303c9b423e89f320f79b2d65e0c89ea,"[""Learner""]",Membership,29892dcff49fc6f4a142d3bb8ddeac50,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-02-04 08:26:15.239000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_3
4006,NavigationEvent,navigatedto,2033-01-19 12:28:05.048000+00:00,73eed2e97a1abebdced77f5bf0dcf8aa,"[""Learner""]",Membership,a51da4683fab231d75068a7a7948c48f,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-19 12:28:05.048000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_3
4007,NavigationEvent,navigatedto,2033-01-20 07:30:18.020000+00:00,8153beec6b607baee534e454142722ca,"[""Learner""]",Membership,9297062eb5b7f14c0d5a72877692d698,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-20 07:30:18.020000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_3
4008,NavigationEvent,navigatedto,2033-01-22 08:44:23.382000+00:00,1d67546e080af3bb1571f650e5b1427e,"[""Learner""]",Membership,7260ac27f8c17f68414ff3b6058abaae,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-22 08:44:23.382000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_3
4009,NavigationEvent,navigatedto,2033-01-22 03:03:30.797000+00:00,1d67546e080af3bb1571f650e5b1427e,"[""Learner""]",Membership,11817252db9fd8ecde1935eb3359ceb1,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-22 03:03:30.797000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_3
4010,NavigationEvent,navigatedto,2033-01-21 11:18:43.104000+00:00,8153beec6b607baee534e454142722ca,"[""Learner""]",Membership,d19da95bbbcbb51a34d9f399c7dd6d4c,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-21 11:18:43.104000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_3
4011,NavigationEvent,navigatedto,2033-01-18 14:30:54.244000+00:00,3da4c3ac717eb64a2e67cdb29d62e89f,"[""Learner""]",Membership,e590eaf61af057714242f5584e884fbf,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-18 14:30:54.244000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_3
4012,NavigationEvent,navigatedto,2033-02-28 12:49:36.811000+00:00,19da6c426f4d4ee2f6f3830d77ae1e50,"[""Learner""]",Membership,38737a8530b50f0e3cef98c9bf1193da,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-02-28 12:49:36.811000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_3
4013,NavigationEvent,navigatedto,2033-02-04 08:04:15.220000+00:00,5303c9b423e89f320f79b2d65e0c89ea,"[""Learner""]",Membership,4cff78cada62bee48dd5c2a010b51a17,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-02-04 08:04:15.220000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_3
4014,NavigationEvent,navigatedto,2033-01-21 10:57:03.216000+00:00,8153beec6b607baee534e454142722ca,"[""Learner""]",Membership,55b8f554e0a7946963c8cb81d1d04bb5,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-21 10:57:03.216000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_3
4015,NavigationEvent,navigatedto,2033-01-16 09:09:48.524000+00:00,9b2c39423808454b6ff3c491a6ae4b60,"[""Learner""]",Membership,7d47d877058269c51237b18eeff542ae,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-16 09:09:48.524000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_3
4016,NavigationEvent,navigatedto,2033-01-17 12:32:04.975000+00:00,66bfa592e89e0e1d90c2148a4a4eed8c,"[""Learner""]",Membership,dc0a5549d5533594904fedd1be2296eb,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-17 12:32:04.975000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_3
4017,NavigationEvent,navigatedto,2033-01-17 12:53:03.323000+00:00,66bfa592e89e0e1d90c2148a4a4eed8c,"[""Learner""]",Membership,82e675308b2e78bdc28c9da806e3ce1b,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-17 12:53:03.323000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_3
5807,NavigationEvent,navigatedto,2033-01-21 18:36:51.079000+00:00,11e6d58c9b62d71badef579b86522f7e,"[""Learner""]",Membership,b1c72253707aaee3bc87bd329b646564,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-21 18:36:51.079000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_4
5808,NavigationEvent,navigatedto,2033-02-04 18:58:57.436000+00:00,9ae0a1b0ce5aa2eb74eb5a2a16c436e6,"[""Learner""]",Membership,7b5966de2aacd068d572faeb8fc6c59a,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-02-04 18:58:57.436000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_4
5809,NavigationEvent,navigatedto,2033-01-21 19:26:21.347000+00:00,11e6d58c9b62d71badef579b86522f7e,"[""Learner""]",Membership,1be117d8b121f46f92d050397aec8d2b,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-21 19:26:21.347000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_4
5810,NavigationEvent,navigatedto,2033-01-20 07:09:44.289000+00:00,4e56ded1305cd60b52bf7eb7e5f99118,"[""Learner""]",Membership,6493bb9a65912f8e69d2cf0e95f14ae4,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-20 07:09:44.289000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_4
5811,NavigationEvent,navigatedto,2033-02-10 09:26:00.354000+00:00,7d1f4d3685979471707d11d10bde9f4a,"[""Learner""]",Membership,8c684c880d3f0ee3799b924aa8a455af,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-02-10 09:26:00.354000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_4
5812,NavigationEvent,navigatedto,2033-04-04 06:27:07.909000+00:00,e4fbf7bcc73ef88fedc80c04999fea5b,"[""Learner""]",Membership,0f2a0c9cf7e6f94a847f99a4bcbbae66,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-04-04 06:27:07.909000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_4
5813,NavigationEvent,navigatedto,2033-01-30 06:49:04.188000+00:00,11e6d58c9b62d71badef579b86522f7e,"[""Learner""]",Membership,f67bc399d10fb2a0c4a83ffd5bad45a1,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-30 06:49:04.188000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_4
5814,NavigationEvent,navigatedto,2033-01-31 08:48:47.656000+00:00,7ffef7a7e24328968c7c2cc932599059,"[""Learner""]",Membership,b24af5e25bc79313665c0da704ae1250,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-31 08:48:47.656000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_4
5815,NavigationEvent,navigatedto,2033-02-05 09:29:52.641000+00:00,9ae0a1b0ce5aa2eb74eb5a2a16c436e6,"[""Learner""]",Membership,afb2ac6ecdab89c908a841f2735c6149,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-02-05 09:29:52.641000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_4
5816,NavigationEvent,navigatedto,2033-01-17 13:07:13.248000+00:00,b0efbf37a4867b470bb0bca61cb8dc8e,"[""Learner""]",Membership,5bd8c3fc18a57e626adbea4beef09911,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-17 13:07:13.248000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_4
5817,NavigationEvent,navigatedto,2033-01-26 04:50:51.591000+00:00,e2b8826622581f433c3f3a0ef063e457,"[""Learner""]",Membership,32b540ae8ea32c344f64302c19395f32,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-01-26 04:50:51.591000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_4
5818,NavigationEvent,navigatedto,2033-03-06 15:51:55.578000+00:00,b57f56a59549e44c684711f334c03bb1,"[""Learner""]",Membership,d3d319e1c05cdb0ff73004dbb64073cb,NavigationEvent,Person,NavigatedTo,Thread,,discussion_topic,GET,2033-03-06 15:51:55.578000+00:00,SoftwareApplication,Session,discussion,discussion,,c916612763c04832d8e7b9e89deb7d2a,Discussion 1: The meaning of eLearning,LEARNER_4
